Unnamed: 0,source,start,end,duration,value,sub_children
378,Noah’s Apple Watch,2023-07-24 02:43:38 -0400,2023-07-24 02:55:38 -0400,-1 days +23:48:00,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
379,Noah’s Apple Watch,2023-07-24 02:55:38 -0400,2023-07-24 03:07:08 -0400,-1 days +23:48:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
380,Noah’s Apple Watch,2023-07-24 03:07:08 -0400,2023-07-24 03:30:08 -0400,-1 days +23:37:00,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
381,Noah’s Apple Watch,2023-07-24 03:30:08 -0400,2023-07-24 03:31:38 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
382,Noah’s Apple Watch,2023-07-24 03:31:38 -0400,2023-07-24 03:32:38 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
383,Noah’s Apple Watch,2023-07-24 02:34:08 -0400,2023-07-24 03:32:38 -0400,-1 days +23:01:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
384,Noah’s Apple Watch,2023-07-24 03:32:38 -0400,2023-07-24 03:33:38 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
385,Noah’s Apple Watch,2023-07-24 03:33:38 -0400,2023-07-24 03:34:08 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
386,Noah’s Apple Watch,2023-07-24 03:34:08 -0400,2023-07-24 03:49:08 -0400,-1 days +23:45:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
387,Noah’s Apple Watch,2023-07-24 03:49:08 -0400,2023-07-24 04:13:38 -0400,-1 days +23:35:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
388,Noah’s Apple Watch,2023-07-24 04:13:38 -0400,2023-07-24 04:16:08 -0400,-1 days +23:57:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
389,Noah’s Apple Watch,2023-07-24 04:16:08 -0400,2023-07-24 04:19:08 -0400,-1 days +23:57:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
390,Noah’s Apple Watch,2023-07-24 03:33:38 -0400,2023-07-24 04:19:08 -0400,-1 days +23:14:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
391,Noah’s Apple Watch,2023-07-24 04:19:08 -0400,2023-07-24 04:19:38 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
392,Noah’s Apple Watch,2023-07-24 04:19:38 -0400,2023-07-24 04:37:08 -0400,-1 days +23:42:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
393,Noah’s Apple Watch,2023-07-24 04:19:38 -0400,2023-07-24 04:37:08 -0400,-1 days +23:42:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
394,Noah’s Apple Watch,2023-07-24 04:37:08 -0400,2023-07-24 04:37:38 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
395,Noah’s Apple Watch,2023-07-24 04:37:38 -0400,2023-07-24 04:43:08 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
396,Noah’s Apple Watch,2023-07-24 04:37:38 -0400,2023-07-24 04:43:08 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
397,Noah’s Apple Watch,2023-07-24 04:43:08 -0400,2023-07-24 04:44:38 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
398,Noah’s Apple Watch,2023-07-24 04:44:38 -0400,2023-07-24 05:05:08 -0400,-1 days +23:39:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
399,Noah’s Apple Watch,2023-07-24 05:05:08 -0400,2023-07-24 05:44:08 -0400,-1 days +23:21:00,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
400,Noah’s Apple Watch,2023-07-24 04:44:38 -0400,2023-07-24 05:44:08 -0400,-1 days +23:00:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
401,Noah’s Apple Watch,2023-07-24 05:44:08 -0400,2023-07-24 05:45:08 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
402,Noah’s Apple Watch,2023-07-24 05:45:08 -0400,2023-07-24 05:52:38 -0400,-1 days +23:52:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
403,Noah’s Apple Watch,2023-07-24 05:52:38 -0400,2023-07-24 06:25:08 -0400,-1 days +23:27:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
404,Noah’s Apple Watch,2023-07-24 05:45:08 -0400,2023-07-24 06:25:08 -0400,-1 days +23:20:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
405,Noah’s Apple Watch,2023-07-24 06:25:08 -0400,2023-07-24 06:30:38 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
406,Noah’s Apple Watch,2023-07-24 06:30:38 -0400,2023-07-24 06:37:08 -0400,-1 days +23:53:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
407,Noah’s Apple Watch,2023-07-24 06:37:08 -0400,2023-07-24 06:47:38 -0400,-1 days +23:49:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
408,Noah’s Apple Watch,2023-07-24 06:47:38 -0400,2023-07-24 07:23:08 -0400,-1 days +23:24:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
409,Noah’s Apple Watch,2023-07-24 07:23:08 -0400,2023-07-24 07:26:38 -0400,-1 days +23:56:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
410,Noah’s Apple Watch,2023-07-24 07:26:38 -0400,2023-07-24 07:29:38 -0400,-1 days +23:57:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
411,Noah’s Apple Watch,2023-07-24 07:29:38 -0400,2023-07-24 07:45:38 -0400,-1 days +23:44:00,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
412,Noah’s Apple Watch,2023-07-24 07:45:38 -0400,2023-07-24 07:48:38 -0400,-1 days +23:57:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
413,Noah’s Apple Watch,2023-07-24 06:30:38 -0400,2023-07-24 07:48:38 -0400,-1 days +22:42:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
414,Noah’s Apple Watch,2023-07-24 07:48:38 -0400,2023-07-24 07:49:08 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
415,Noah’s Apple Watch,2023-07-24 07:49:08 -0400,2023-07-24 07:53:08 -0400,-1 days +23:56:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
416,Noah’s Apple Watch,2023-07-24 07:49:08 -0400,2023-07-24 07:53:08 -0400,-1 days +23:56:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
417,Noah’s Apple Watch,2023-07-24 07:53:08 -0400,2023-07-24 07:55:08 -0400,-1 days +23:58:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
418,Noah’s Apple Watch,2023-07-24 07:55:08 -0400,2023-07-24 07:58:38 -0400,-1 days +23:56:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
419,Noah’s Iphone,2023-07-24 02:17:55 -0400,2023-07-24 08:00:00 -0400,-1 days +18:17:55,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
420,Noah’s Apple Watch,2023-07-24 07:58:38 -0400,2023-07-24 08:13:08 -0400,-1 days +23:45:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
421,Noah’s Apple Watch,2023-07-24 07:55:08 -0400,2023-07-24 08:13:08 -0400,-1 days +23:42:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
422,Noah’s Apple Watch,2023-07-24 08:13:08 -0400,2023-07-24 08:17:38 -0400,-1 days +23:55:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
423,Noah’s Apple Watch,2023-07-24 08:17:38 -0400,2023-07-24 08:24:38 -0400,-1 days +23:53:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
424,Noah’s Apple Watch,2023-07-24 08:24:38 -0400,2023-07-24 08:28:38 -0400,-1 days +23:56:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
425,Noah’s Apple Watch,2023-07-24 08:17:38 -0400,2023-07-24 08:28:38 -0400,-1 days +23:49:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
426,Noah’s Apple Watch,2023-07-24 08:28:38 -0400,2023-07-24 08:29:38 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
427,Noah’s Apple Watch,2023-07-24 08:29:38 -0400,2023-07-24 08:32:38 -0400,-1 days +23:57:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
428,Noah’s Apple Watch,2023-07-24 08:29:38 -0400,2023-07-24 08:32:38 -0400,-1 days +23:57:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
429,Noah’s Apple Watch,2023-07-24 08:32:38 -0400,2023-07-24 08:34:08 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
430,Noah’s Apple Watch,2023-07-24 08:34:08 -0400,2023-07-24 08:35:38 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
431,Noah’s Apple Watch,2023-07-24 08:35:38 -0400,2023-07-24 08:41:08 -0400,-1 days +23:54:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
432,Noah’s Apple Watch,2023-07-24 08:34:08 -0400,2023-07-24 08:41:08 -0400,-1 days +23:53:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
433,Noah’s Iphone,2023-07-24 22:58:07 -0400,2023-07-24 23:11:16 -0400,-1 days +23:46:51,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
434,Noah’s Iphone,2023-07-24 23:11:20 -0400,2023-07-24 23:11:21 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
435,Noah’s Iphone,2023-07-24 23:12:31 -0400,2023-07-24 23:31:24 -0400,-1 days +23:41:07,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
436,Noah’s Iphone,2023-07-24 23:32:58 -0400,2023-07-24 23:33:02 -0400,-1 days +23:59:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
437,Noah’s Iphone,2023-07-24 23:35:13 -0400,2023-07-25 00:42:11 -0400,-1 days +22:53:02,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
438,Noah’s Iphone,2023-07-25 00:48:45 -0400,2023-07-25 00:57:20 -0400,-1 days +23:51:25,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
439,Noah’s Iphone,2023-07-25 01:01:38 -0400,2023-07-25 01:01:49 -0400,-1 days +23:59:49,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
440,Noah’s Iphone,2023-07-25 01:08:07 -0400,2023-07-25 01:08:42 -0400,-1 days +23:59:25,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
441,Noah’s Iphone,2023-07-25 01:08:43 -0400,2023-07-25 01:08:44 -0400,-1 days +23:59:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
442,Noah’s Iphone,2023-07-25 01:08:45 -0400,2023-07-25 02:12:44 -0400,-1 days +22:56:01,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
443,Noah’s Iphone,2023-07-25 02:15:00 -0400,2023-07-25 02:20:11 -0400,-1 days +23:54:49,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
444,Noah’s Iphone,2023-07-25 02:27:57 -0400,2023-07-25 02:28:01 -0400,-1 days +23:59:56,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
445,Noah’s Iphone,2023-07-25 02:28:05 -0400,2023-07-25 08:00:03 -0400,-1 days +18:28:02,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
446,Noah’s Iphone,2023-07-25 22:39:21 -0400,2023-07-25 23:17:06 -0400,-1 days +23:22:15,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
447,Noah’s Iphone,2023-07-25 23:19:17 -0400,2023-07-25 23:26:19 -0400,-1 days +23:52:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
448,Noah’s Iphone,2023-07-25 23:27:11 -0400,2023-07-25 23:28:45 -0400,-1 days +23:58:26,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
449,Noah’s Iphone,2023-07-25 23:29:03 -0400,2023-07-25 23:38:15 -0400,-1 days +23:50:48,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
450,Noah’s Iphone,2023-07-25 23:38:35 -0400,2023-07-26 00:07:16 -0400,-1 days +23:31:19,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
451,Noah’s Iphone,2023-07-26 00:07:17 -0400,2023-07-26 00:07:34 -0400,-1 days +23:59:43,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
452,Noah’s Iphone,2023-07-26 00:07:56 -0400,2023-07-26 01:21:54 -0400,-1 days +22:46:02,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
453,Noah’s Apple Watch,2023-07-26 02:03:20 -0400,2023-07-26 02:12:50 -0400,-1 days +23:50:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
454,Noah’s Apple Watch,2023-07-26 02:03:20 -0400,2023-07-26 02:12:50 -0400,-1 days +23:50:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
455,Noah’s Apple Watch,2023-07-26 02:12:50 -0400,2023-07-26 02:13:50 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
456,Noah’s Apple Watch,2023-07-26 02:13:50 -0400,2023-07-26 02:32:50 -0400,-1 days +23:41:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
457,Noah’s Apple Watch,2023-07-26 02:32:50 -0400,2023-07-26 03:09:20 -0400,-1 days +23:23:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
458,Noah’s Apple Watch,2023-07-26 03:09:20 -0400,2023-07-26 03:46:20 -0400,-1 days +23:23:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
459,Noah’s Apple Watch,2023-07-26 03:46:20 -0400,2023-07-26 03:50:50 -0400,-1 days +23:55:30,HKCategoryValueSleepAnalysisAsleepDeep,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
460,Noah’s Apple Watch,2023-07-26 03:50:50 -0400,2023-07-26 04:05:20 -0400,-1 days +23:45:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
461,Noah’s Apple Watch,2023-07-26 04:05:20 -0400,2023-07-26 04:15:20 -0400,-1 days +23:50:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
462,Noah’s Apple Watch,2023-07-26 02:13:50 -0400,2023-07-26 04:15:20 -0400,-1 days +21:58:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
463,Noah’s Apple Watch,2023-07-26 04:15:20 -0400,2023-07-26 04:21:50 -0400,-1 days +23:53:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
464,Noah’s Apple Watch,2023-07-26 04:21:50 -0400,2023-07-26 04:28:20 -0400,-1 days +23:53:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
465,Noah’s Apple Watch,2023-07-26 04:21:50 -0400,2023-07-26 04:28:20 -0400,-1 days +23:53:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
466,Noah’s Apple Watch,2023-07-26 04:28:20 -0400,2023-07-26 04:40:50 -0400,-1 days +23:47:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
467,Noah’s Apple Watch,2023-07-26 04:40:50 -0400,2023-07-26 04:54:50 -0400,-1 days +23:46:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
468,Noah’s Apple Watch,2023-07-26 04:40:50 -0400,2023-07-26 04:54:50 -0400,-1 days +23:46:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
469,Noah’s Apple Watch,2023-07-26 04:54:50 -0400,2023-07-26 04:55:20 -0400,-1 days +23:59:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
470,Noah’s Apple Watch,2023-07-26 04:55:20 -0400,2023-07-26 05:36:20 -0400,-1 days +23:19:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
471,Noah’s Apple Watch,2023-07-26 05:36:20 -0400,2023-07-26 06:05:20 -0400,-1 days +23:31:00,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
472,Noah’s Apple Watch,2023-07-26 06:05:20 -0400,2023-07-26 06:28:20 -0400,-1 days +23:37:00,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
473,Noah’s Apple Watch,2023-07-26 04:55:20 -0400,2023-07-26 06:28:20 -0400,-1 days +22:27:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
474,Noah’s Apple Watch,2023-07-26 06:28:20 -0400,2023-07-26 06:29:20 -0400,-1 days +23:59:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
475,Noah’s Apple Watch,2023-07-26 06:29:20 -0400,2023-07-26 07:09:50 -0400,-1 days +23:19:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
476,Noah’s Apple Watch,2023-07-26 06:29:20 -0400,2023-07-26 07:09:50 -0400,-1 days +23:19:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
477,Noah’s Apple Watch,2023-07-26 07:09:50 -0400,2023-07-26 07:11:50 -0400,-1 days +23:58:00,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
478,Noah’s Apple Watch,2023-07-26 07:11:50 -0400,2023-07-26 07:15:20 -0400,-1 days +23:56:30,HKCategoryValueSleepAnalysisAsleepCore,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
479,Noah’s Apple Watch,2023-07-26 07:15:20 -0400,2023-07-26 07:31:50 -0400,-1 days +23:43:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
480,Noah’s Apple Watch,2023-07-26 07:11:50 -0400,2023-07-26 07:31:50 -0400,-1 days +23:40:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
481,Noah’s Apple Watch,2023-07-26 07:31:50 -0400,2023-07-26 07:33:20 -0400,-1 days +23:58:30,HKCategoryValueSleepAnalysisAwake,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
482,Noah’s Apple Watch,2023-07-26 07:33:20 -0400,2023-07-26 07:54:50 -0400,-1 days +23:38:30,HKCategoryValueSleepAnalysisAsleepREM,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
483,Noah’s Apple Watch,2023-07-26 07:33:20 -0400,2023-07-26 07:54:50 -0400,-1 days +23:38:30,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
484,Noah’s Iphone,2023-07-26 01:56:36 -0400,2023-07-26 08:00:02 -0400,-1 days +17:56:34,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
485,Noah’s Iphone,2023-07-26 22:52:55 -0400,2023-07-26 22:59:41 -0400,-1 days +23:53:14,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
486,Noah’s Iphone,2023-07-26 23:00:05 -0400,2023-07-26 23:01:45 -0400,-1 days +23:58:20,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
487,Noah’s Iphone,2023-07-26 23:02:55 -0400,2023-07-26 23:06:23 -0400,-1 days +23:56:32,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
488,Noah’s Iphone,2023-07-26 23:06:55 -0400,2023-07-26 23:13:28 -0400,-1 days +23:53:27,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
489,Noah’s Iphone,2023-07-26 23:13:30 -0400,2023-07-26 23:22:33 -0400,-1 days +23:50:57,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
490,Noah’s Iphone,2023-07-26 23:22:44 -0400,2023-07-26 23:25:27 -0400,-1 days +23:57:17,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
491,Noah’s Iphone,2023-07-26 23:25:51 -0400,2023-07-26 23:43:40 -0400,-1 days +23:42:11,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
492,Noah’s Iphone,2023-07-26 23:44:00 -0400,2023-07-26 23:52:02 -0400,-1 days +23:51:58,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
493,Noah’s Iphone,2023-07-26 23:52:16 -0400,2023-07-26 23:57:17 -0400,-1 days +23:54:59,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
494,Noah’s Iphone,2023-07-26 23:57:19 -0400,2023-07-27 00:16:11 -0400,-1 days +23:41:08,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
495,Noah’s Iphone,2023-07-27 00:16:17 -0400,2023-07-27 00:41:30 -0400,-1 days +23:34:47,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
496,Noah’s Iphone,2023-07-27 00:42:39 -0400,2023-07-27 00:46:23 -0400,-1 days +23:56:16,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
497,Noah’s Iphone,2023-07-27 00:46:38 -0400,2023-07-27 07:23:38 -0400,-1 days +17:23:00,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
498,Noah’s Iphone,2023-07-27 07:23:40 -0400,2023-07-27 07:40:12 -0400,-1 days +23:43:28,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
499,Noah’s Iphone,2023-07-27 07:40:33 -0400,2023-07-27 08:00:02 -0400,-1 days +23:40:31,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
500,Noah’s Iphone,2023-07-29 22:57:28 -0400,2023-07-29 22:58:15 -0400,-1 days +23:59:13,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
501,Noah’s Iphone,2023-07-29 23:01:18 -0400,2023-07-29 23:04:14 -0400,-1 days +23:57:04,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
502,Noah’s Iphone,2023-07-29 23:05:12 -0400,2023-07-29 23:08:06 -0400,-1 days +23:57:06,HKCategoryValueSleepAnalysisInBed,"[{'key': 'HKTimeZone', 'value': 'America/New_York'}]"
